Instance,Option,Time,Memory,ConflictsPerSecond,DecisionsPerSecond,PropagationsPerSecond,Sat
driverlog1_ks99i.renamed-as.sat05-3951.cnf,NOTCL,0.023333,7.00,0,2100,8872,SATISFIABLE
driverlog1_ks99i.renamed-as.sat05-3951.cnf,NOTRST,0.023333,7.00,0,2100,8872,SATISFIABLE
driverlog1_ks99i.renamed-as.sat05-3951.cnf,NOT2WL,0.023333,7.00,0,2100,8872,SATISFIABLE
driverlog1_ks99i.renamed-as.sat05-3951.cnf,NOTVSIDS,0.023333,7.00,0,2100,8872,SATISFIABLE
driverlog1_ks99i.renamed-as.sat05-3951.cnf,CDCL,0.023333,7.00,0,2100,8872,SATISFIABLE
driverlog3_v01a.renamed-as.sat05-3963.cnf,DPLL,0.023333,7.00,343,1500,12729,SATISFIABLE
driverlog3_v01a.renamed-as.sat05-3963.cnf,CL,0.026666,7.00,75,1650,7538,SATISFIABLE
driverlog3_v01a.renamed-as.sat05-3963.cnf,RST,0.023333,7.00,343,1500,12729,SATISFIABLE
driverlog3_v01a.renamed-as.sat05-3963.cnf,2WL,0.026666,7.00,300,1313,11138,SATISFIABLE
driverlog3_v01a.renamed-as.sat05-3963.cnf,VSIDS,0.029999,7.00,267,1167,9900,SATISFIABLE
driverlog3_v01a.renamed-as.sat05-3963.cnf,NOTCL,0.026666,7.00,300,1313,11138,SATISFIABLE
driverlog3_v01a.renamed-as.sat05-3963.cnf,NOTRST,0.019999,7.00,100,2200,10051,SATISFIABLE
driverlog3_v01a.renamed-as.sat05-3963.cnf,NOT2WL,0.016666,7.00,120,2640,12060,SATISFIABLE
driverlog3_v01a.renamed-as.sat05-3963.cnf,NOTVSIDS,0.026666,7.00,75,1650,7538,SATISFIABLE
driverlog3_v01a.renamed-as.sat05-3963.cnf,CDCL,0.033333,7.00,60,1320,6030,SATISFIABLE
ferry5_ks99i.renamed-as.sat05-3994.cnf,DPLL,36.1333,8.00,131,133,11804,SATISFIABLE
ferry5_ks99i.renamed-as.sat05-3994.cnf,CL,1.95,8.00,663,1685,78702,SATISFIABLE
ferry5_ks99i.renamed-as.sat05-3994.cnf,RST,14.1333,8.00,729,821,57719,SATISFIABLE
ferry5_ks99i.renamed-as.sat05-3994.cnf,2WL,38.33,8.00,123,125,11127,SATISFIABLE
ferry5_ks99i.renamed-as.sat05-3994.cnf,VSIDS,99.9633,8.00,84,84,6244,INDETERMINATE
ferry5_ks99i.renamed-as.sat05-3994.cnf,NOTCL,99.98,8.00,417,459,30690,INDETERMINATE
ferry5_ks99i.renamed-as.sat05-3994.cnf,NOTRST,0.523333,8.00,2792,6201,304668,SATISFIABLE
ferry5_ks99i.renamed-as.sat05-3994.cnf,NOT2WL,0.339999,8.00,1188,3515,137483,SATISFIABLE
ferry5_ks99i.renamed-as.sat05-3994.cnf,NOTVSIDS,0.103333,8.00,1781,6329,204514,SATISFIABLE
ferry5_ks99i.renamed-as.sat05-3994.cnf,CDCL,0.159999,8.00,2525,7469,292152,SATISFIABLE
gensys-brn002.shuffled-as.sat05-3935.cnf,DPLL,99.8733,9.00,58,60,830,INDETERMINATE
gensys-brn002.shuffled-as.sat05-3935.cnf,CL,100.073,12.00,77,297,3481,INDETERMINATE
gensys-brn002.shuffled-as.sat05-3935.cnf,RST,99.9067,9.00,302,410,4464,INDETERMINATE
gensys-brn002.shuffled-as.sat05-3935.cnf,2WL,99.8967,9.00,59,60,835,INDETERMINATE
gensys-brn002.shuffled-as.sat05-3935.cnf,VSIDS,99.8833,9.00,60,63,797,INDETERMINATE
gensys-brn002.shuffled-as.sat05-3935.cnf,NOTCL,99.8967,9.00,385,516,5214,INDETERMINATE
gensys-brn002.shuffled-as.sat05-3935.cnf,NOTRST,99.1733,14.00,910,2491,28881,INDETERMINATE
gensys-brn002.shuffled-as.sat05-3935.cnf,NOT2WL,99.8933,11.00,116,492,2796,INDETERMINATE
gensys-brn002.shuffled-as.sat05-3935.cnf,NOTVSIDS,99.1967,17.00,616,1302,29668,INDETERMINATE
gensys-brn002.shuffled-as.sat05-3935.cnf,CDCL,99.15,13.00,1324,3838,31404,INDETERMINATE
iso-ukn004.shuffled-as.sat05-3385.cnf,DPLL,99.9167,8.00,121,127,2075,INDETERMINATE
iso-ukn004.shuffled-as.sat05-3385.cnf,CL,0.463333,8.00,341,9758,24842,SATISFIABLE
iso-ukn004.shuffled-as.sat05-3385.cnf,RST,74.98,8.00,503,591,13045,SATISFIABLE
iso-ukn004.shuffled-as.sat05-3385.cnf,2WL,99.9433,8.00,121,127,2074,INDETERMINATE
iso-ukn004.shuffled-as.sat05-3385.cnf,VSIDS,99.9567,8.00,95,96,1240,INDETERMINATE
iso-ukn004.shuffled-as.sat05-3385.cnf,NOTCL,38.9967,8.00,810,1084,16777,SATISFIABLE
iso-ukn004.shuffled-as.sat05-3385.cnf,NOTRST,0.323333,8.00,1565,22367,87541,SATISFIABLE
iso-ukn004.shuffled-as.sat05-3385.cnf,NOT2WL,1.09,8.00,562,7387,28127,SATISFIABLE
iso-ukn004.shuffled-as.sat05-3385.cnf,NOTVSIDS,0.466666,8.00,1710,21069,99467,SATISFIABLE
iso-ukn004.shuffled-as.sat05-3385.cnf,CDCL,0.389999,8.00,1572,20646,78610,SATISFIABLE
iso-ukn009.shuffled-as.sat05-3632.cnf,DPLL,99.94,9.00,96,97,1862,INDETERMINATE
iso-ukn009.shuffled-as.sat05-3632.cnf,CL,0.636666,9.00,405,10230,27525,SATISFIABLE
iso-ukn009.shuffled-as.sat05-3632.cnf,RST,4.76,9.00,861,1589,31211,SATISFIABLE
iso-ukn009.shuffled-as.sat05-3632.cnf,2WL,99.9133,8.00,105,105,2124,INDETERMINATE
iso-ukn009.shuffled-as.sat05-3632.cnf,VSIDS,99.9633,9.00,70,73,434,INDETERMINATE
iso-ukn009.shuffled-as.sat05-3632.cnf,NOTCL,10.2467,8.00,954,1814,20427,SATISFIABLE
iso-ukn009.shuffled-as.sat05-3632.cnf,NOTRST,0.246666,8.00,689,19496,45077,SATISFIABLE
iso-ukn009.shuffled-as.sat05-3632.cnf,NOT2WL,0.493333,9.00,397,9661,23463,SATISFIABLE
iso-ukn009.shuffled-as.sat05-3632.cnf,NOTVSIDS,0.286666,8.00,809,16905,57987,SATISFIABLE
iso-ukn009.shuffled-as.sat05-3632.cnf,CDCL,0.226666,8.00,865,21027,51066,SATISFIABLE
lksat-n900-m3357-k3-l5-s950595579.used-as.sat04-938.cnf,DPLL,99.9367,8.00,118,118,2438,INDETERMINATE
lksat-n900-m3357-k3-l5-s950595579.used-as.sat04-938.cnf,CL,28.28,8.00,293,434,34608,SATISFIABLE
lksat-n900-m3357-k3-l5-s950595579.used-as.sat04-938.cnf,RST,99.9633,8.00,444,503,11480,INDETERMINATE
lksat-n900-m3357-k3-l5-s950595579.used-as.sat04-938.cnf,2WL,99.9533,8.00,117,118,2411,INDETERMINATE
lksat-n900-m3357-k3-l5-s950595579.used-as.sat04-938.cnf,VSIDS,99.9433,8.00,101,101,2153,INDETERMINATE
lksat-n900-m3357-k3-l5-s950595579.used-as.sat04-938.cnf,NOTCL,99.9333,8.00,585,672,11758,INDETERMINATE
lksat-n900-m3357-k3-l5-s950595579.used-as.sat04-938.cnf,NOTRST,18.3667,8.00,1304,1697,145734,SATISFIABLE
lksat-n900-m3357-k3-l5-s950595579.used-as.sat04-938.cnf,NOT2WL,99.8767,8.00,248,355,28138,INDETERMINATE
lksat-n900-m3357-k3-l5-s950595579.used-as.sat04-938.cnf,NOTVSIDS,99.7267,8.00,1192,1532,144508,INDETERMINATE
lksat-n900-m3357-k3-l5-s950595579.used-as.sat04-938.cnf,CDCL,99.7933,8.00,1083,1430,124067,INDETERMINATE
lksat-n900-m6174-k4-l4-s819398222.used-as.sat04-929.cnf,DPLL,99.94,8.00,145,146,431,INDETERMINATE
lksat-n900-m6174-k4-l4-s819398222.used-as.sat04-929.cnf,CL,99.86,9.00,143,376,15832,INDETERMINATE
lksat-n900-m6174-k4-l4-s819398222.used-as.sat04-929.cnf,RST,99.9367,8.00,956,1234,3393,INDETERMINATE
lksat-n900-m6174-k4-l4-s819398222.used-as.sat04-929.cnf,2WL,99.9667,8.00,146,147,433,INDETERMINATE
lksat-n900-m6174-k4-l4-s819398222.used-as.sat04-929.cnf,VSIDS,99.9767,8.00,142,143,498,INDETERMINATE
lksat-n900-m6174-k4-l4-s819398222.used-as.sat04-929.cnf,NOTCL,99.9367,8.00,948,1229,3310,INDETERMINATE
lksat-n900-m6174-k4-l4-s819398222.used-as.sat04-929.cnf,NOTRST,99.5033,8.00,898,1347,102092,INDETERMINATE
lksat-n900-m6174-k4-l4-s819398222.used-as.sat04-929.cnf,NOT2WL,99.82,9.00,159,511,16316,INDETERMINATE
lksat-n900-m6174-k4-l4-s819398222.used-as.sat04-929.cnf,NOTVSIDS,99.5133,8.00,807,1231,97084,INDETERMINATE
lksat-n900-m6174-k4-l4-s819398222.used-as.sat04-929.cnf,CDCL,21.9933,8.00,1040,2795,109524,SATISFIABLE
par32-3.shuffled.cnf,DPLL,100.06,9.00,35,35,18947,INDETERMINATE
par32-3.shuffled.cnf,CL,99.96,9.00,51,53,65424,INDETERMINATE
par32-3.shuffled.cnf,RST,99.9433,9.00,62,70,109482,INDETERMINATE
par32-3.shuffled.cnf,2WL,99.9767,8.00,36,36,20141,INDETERMINATE
par32-3.shuffled.cnf,VSIDS,99.92,9.00,34,35,17288,INDETERMINATE
par32-3.shuffled.cnf,NOTCL,99.9767,8.00,75,85,63333,INDETERMINATE
par32-3.shuffled.cnf,NOTRST,99.6967,8.00,310,315,257525,INDETERMINATE
par32-3.shuffled.cnf,NOT2WL,99.9433,9.00,54,64,58623,INDETERMINATE
par32-3.shuffled.cnf,NOTVSIDS,99.7967,8.00,188,205,303680,INDETERMINATE
par32-3.shuffled.cnf,CDCL,99.81,8.00,262,300,249613,INDETERMINATE
rbcl_xits_15_SAT.cnf,DPLL,100,15.00,15,18,707,INDETERMINATE
rbcl_xits_15_SAT.cnf,CL,100.057,21.00,65,73,2805,INDETERMINATE
rbcl_xits_15_SAT.cnf,RST,21.9533,14.00,64,115,6042,SATISFIABLE
rbcl_xits_15_SAT.cnf,2WL,100.013,12.00,15,19,739,INDETERMINATE
rbcl_xits_15_SAT.cnf,VSIDS,100.023,15.00,16,20,715,INDETERMINATE
rbcl_xits_15_SAT.cnf,NOTCL,11.5367,12.00,141,263,13471,SATISFIABLE
rbcl_xits_15_SAT.cnf,NOTRST,99.3767,41.00,325,345,10562,INDETERMINATE
rbcl_xits_15_SAT.cnf,NOT2WL,6.27,14.00,87,281,6659,SATISFIABLE
rbcl_xits_15_SAT.cnf,NOTVSIDS,68.08,21.00,392,631,139224,SATISFIABLE
rbcl_xits_15_SAT.cnf,CDCL,1.26667,12.00,430,1389,32962,SATISFIABLE
rbcl_xits_18_SAT.cnf,DPLL,99.85,20.00,14,19,542,INDETERMINATE
rbcl_xits_18_SAT.cnf,CL,99.8967,28.00,72,80,2542,INDETERMINATE
rbcl_xits_18_SAT.cnf,RST,3.18333,19.00,32,313,2743,SATISFIABLE
rbcl_xits_18_SAT.cnf,2WL,99.7933,17.00,16,21,633,INDETERMINATE
rbcl_xits_18_SAT.cnf,VSIDS,100.097,20.00,14,19,550,INDETERMINATE
rbcl_xits_18_SAT.cnf,NOTCL,1.81333,16.00,110,628,7552,SATISFIABLE
rbcl_xits_18_SAT.cnf,NOTRST,99.26,42.00,289,308,7493,INDETERMINATE
rbcl_xits_18_SAT.cnf,NOT2WL,2.91667,19.00,35,391,3353,SATISFIABLE
rbcl_xits_18_SAT.cnf,NOTVSIDS,1.11,16.00,93,1086,8807,SATISFIABLE
rbcl_xits_18_SAT.cnf,CDCL,1.09667,16.00,93,1040,8919,SATISFIABLE
rbsat-v760c43649g5.cnf,DPLL,100.05,10.00,37,38,2812,INDETERMINATE
rbsat-v760c43649g5.cnf,CL,100.033,12.00,50,97,4958,INDETERMINATE
rbsat-v760c43649g5.cnf,RST,99.8967,10.00,152,174,11038,INDETERMINATE
rbsat-v760c43649g5.cnf,2WL,99.89,10.00,38,38,2851,INDETERMINATE
rbsat-v760c43649g5.cnf,VSIDS,99.8567,10.00,38,38,2363,INDETERMINATE
rbsat-v760c43649g5.cnf,NOTCL,99.8933,9.00,171,194,11448,INDETERMINATE
rbsat-v760c43649g5.cnf,NOTRST,99.4833,25.00,317,519,30326,INDETERMINATE
rbsat-v760c43649g5.cnf,NOT2WL,99.9333,11.00,49,160,4735,INDETERMINATE
rbsat-v760c43649g5.cnf,NOTVSIDS,99.5333,19.00,307,531,34883,INDETERMINATE
rbsat-v760c43649g5.cnf,CDCL,99.5867,19.00,394,843,35899,INDETERMINATE
rbsat-v760c43649gyes5.cnf,DPLL,100.15,10.00,28,29,1815,INDETERMINATE
rbsat-v760c43649gyes5.cnf,CL,100.133,13.00,60,84,4640,INDETERMINATE
rbsat-v760c43649gyes5.cnf,RST,99.8633,10.00,144,167,9086,INDETERMINATE
rbsat-v760c43649gyes5.cnf,2WL,99.85,10.00,29,30,1913,INDETERMINATE
rbsat-v760c43649gyes5.cnf,VSIDS,99.94,10.00,29,30,1769,INDETERMINATE
rbsat-v760c43649gyes5.cnf,NOTCL,99.9467,10.00,152,176,9502,INDETERMINATE
rbsat-v760c43649gyes5.cnf,NOTRST,99.4367,25.00,294,404,21748,INDETERMINATE
rbsat-v760c43649gyes5.cnf,NOT2WL,99.9667,12.00,46,132,3972,INDETERMINATE
rbsat-v760c43649gyes5.cnf,NOTVSIDS,99.5767,19.00,444,663,36042,INDETERMINATE
rbsat-v760c43649gyes5.cnf,CDCL,99.48,26.00,441,845,34467,INDETERMINATE
rbsat-v760c43649gyes6.cnf,DPLL,99.9833,10.00,30,31,2171,INDETERMINATE
rbsat-v760c43649gyes6.cnf,CL,100.157,14.00,55,76,4717,INDETERMINATE
rbsat-v760c43649gyes6.cnf,RST,99.8867,10.00,144,166,9737,INDETERMINATE
rbsat-v760c43649gyes6.cnf,2WL,100.083,10.00,31,31,2220,INDETERMINATE
rbsat-v760c43649gyes6.cnf,VSIDS,99.8633,10.00,31,32,2163,INDETERMINATE
rbsat-v760c43649gyes6.cnf,NOTCL,99.8833,9.00,153,176,9813,INDETERMINATE
rbsat-v760c43649gyes6.cnf,NOTRST,99.4667,25.00,309,421,24698,INDETERMINATE
rbsat-v760c43649gyes6.cnf,NOT2WL,99.9133,11.00,48,129,4394,INDETERMINATE
rbsat-v760c43649gyes6.cnf,NOTVSIDS,99.62,19.00,349,566,30659,INDETERMINATE
rbsat-v760c43649gyes6.cnf,CDCL,99.4433,26.00,452,840,36907,INDETERMINATE
rbsat-v760c43649gyes8.cnf,DPLL,100.263,10.00,27,28,1661,INDETERMINATE
rbsat-v760c43649gyes8.cnf,CL,100.14,14.00,52,84,3829,INDETERMINATE
rbsat-v760c43649gyes8.cnf,RST,99.8367,10.00,152,175,9948,INDETERMINATE
rbsat-v760c43649gyes8.cnf,2WL,99.9167,10.00,28,28,1689,INDETERMINATE
rbsat-v760c43649gyes8.cnf,VSIDS,100.167,10.00,27,27,1516,INDETERMINATE
rbsat-v760c43649gyes8.cnf,NOTCL,99.8633,9.00,152,175,9801,INDETERMINATE
rbsat-v760c43649gyes8.cnf,NOTRST,99.38,36.00,324,464,25164,INDETERMINATE
rbsat-v760c43649gyes8.cnf,NOT2WL,99.99,11.00,45,123,4303,INDETERMINATE
rbsat-v760c43649gyes8.cnf,NOTVSIDS,99.3667,26.00,404,664,37505,INDETERMINATE
rbsat-v760c43649gyes8.cnf,CDCL,99.4467,26.00,439,831,36525,INDETERMINATE
rovers1_ks99i.renamed-as.sat05-3971.cnf,DPLL,0.096666,8.00,1355,1666,53225,SATISFIABLE
rovers1_ks99i.renamed-as.sat05-3971.cnf,CL,0.053333,8.00,319,2006,26681,SATISFIABLE
rovers1_ks99i.renamed-as.sat05-3971.cnf,RST,0.083333,8.00,1440,1764,74412,SATISFIABLE
rovers1_ks99i.renamed-as.sat05-3971.cnf,2WL,0.083333,8.00,1572,1932,61740,SATISFIABLE
rovers1_ks99i.renamed-as.sat05-3971.cnf,VSIDS,0.103333,8.00,958,1229,44139,SATISFIABLE
rovers1_ks99i.renamed-as.sat05-3971.cnf,NOTCL,0.063333,8.00,1563,2005,72016,SATISFIABLE
rovers1_ks99i.renamed-as.sat05-3971.cnf,NOTRST,0.046666,8.00,364,2271,30493,SATISFIABLE
rovers1_ks99i.renamed-as.sat05-3971.cnf,NOT2WL,0.056666,8.00,300,1871,25112,SATISFIABLE
rovers1_ks99i.renamed-as.sat05-3971.cnf,NOTVSIDS,0.033333,8.00,510,3210,42690,SATISFIABLE
rovers1_ks99i.renamed-as.sat05-3971.cnf,CDCL,0.053333,8.00,319,1988,26681,SATISFIABLE
satsgi-n26himBHm28-p0-q293.cnf,DPLL,0.129999,8.00,0,2915,5600,SATISFIABLE
satsgi-n26himBHm28-p0-q293.cnf,CL,0.116666,8.00,0,3249,6240,SATISFIABLE
satsgi-n26himBHm28-p0-q293.cnf,RST,0.109999,8.00,0,3445,6618,SATISFIABLE
satsgi-n26himBHm28-p0-q293.cnf,2WL,0.083333,8.00,0,4548,8736,SATISFIABLE
satsgi-n26himBHm28-p0-q293.cnf,VSIDS,0.123333,8.00,0,3073,5903,SATISFIABLE
satsgi-n26himBHm28-p0-q293.cnf,NOTCL,0.099999,8.00,0,3790,7280,SATISFIABLE
satsgi-n26himBHm28-p0-q293.cnf,NOTRST,0.096666,8.00,0,3921,7531,SATISFIABLE
satsgi-n26himBHm28-p0-q293.cnf,NOT2WL,0.096666,8.00,0,3921,7531,SATISFIABLE
satsgi-n26himBHm28-p0-q293.cnf,NOTVSIDS,0.086666,8.00,0,4373,8400,SATISFIABLE
satsgi-n26himBHm28-p0-q293.cnf,CDCL,0.106666,8.00,0,3553,6825,SATISFIABLE
sgen3-n120-s12930489-sat.cnf,DPLL,99.9767,8.00,69,69,1989,INDETERMINATE
sgen3-n120-s12930489-sat.cnf,CL,99.9167,7.00,2584,3048,72556,INDETERMINATE
sgen3-n120-s12930489-sat.cnf,RST,99.95,8.00,383,413,11864,INDETERMINATE
sgen3-n120-s12930489-sat.cnf,2WL,99.9433,8.00,69,69,1998,INDETERMINATE
sgen3-n120-s12930489-sat.cnf,VSIDS,99.97,8.00,80,80,2245,INDETERMINATE
sgen3-n120-s12930489-sat.cnf,NOTCL,99.96,8.00,376,400,10600,INDETERMINATE
sgen3-n120-s12930489-sat.cnf,NOTRST,23.7433,7.00,8770,10086,250265,SATISFIABLE
sgen3-n120-s12930489-sat.cnf,NOT2WL,15.21,7.00,2779,3455,84476,SATISFIABLE
sgen3-n120-s12930489-sat.cnf,NOTVSIDS,99.9333,7.00,6830,8377,199668,INDETERMINATE
sgen3-n120-s12930489-sat.cnf,CDCL,5.33667,7.00,7920,9846,240764,SATISFIABLE
smtlib-qfbv-aigs-rfunit_flat-64-tseitin.cnf,DPLL,98.83,86.00,32,326,13751,INDETERMINATE
smtlib-qfbv-aigs-rfunit_flat-64-tseitin.cnf,CL,29.7667,87.00,11,11581,106559,SATISFIABLE
smtlib-qfbv-aigs-rfunit_flat-64-tseitin.cnf,RST,15.1533,86.00,30,5989,66975,SATISFIABLE
smtlib-qfbv-aigs-rfunit_flat-64-tseitin.cnf,2WL,98.6667,73.00,33,327,13953,INDETERMINATE
smtlib-qfbv-aigs-rfunit_flat-64-tseitin.cnf,VSIDS,103.203,86.00,31,313,13183,INDETERMINATE
smtlib-qfbv-aigs-rfunit_flat-64-tseitin.cnf,NOTCL,8.96,74.00,30,7778,84252,SATISFIABLE
smtlib-qfbv-aigs-rfunit_flat-64-tseitin.cnf,NOTRST,15.54,75.00,23,19921,174034,SATISFIABLE
smtlib-qfbv-aigs-rfunit_flat-64-tseitin.cnf,NOT2WL,27.05,87.00,12,11184,102326,SATISFIABLE
smtlib-qfbv-aigs-rfunit_flat-64-tseitin.cnf,NOTVSIDS,22.5467,75.00,15,18889,188678,SATISFIABLE
smtlib-qfbv-aigs-rfunit_flat-64-tseitin.cnf,CDCL,15.6267,75.00,21,19360,177129,SATISFIABLE
srhd-sgi-m27-q225-n25-p15-s58217873.cnf,DPLL,99.91,10.00,34,34,1973,INDETERMINATE
srhd-sgi-m27-q225-n25-p15-s58217873.cnf,CL,100.063,13.00,56,74,3490,INDETERMINATE
srhd-sgi-m27-q225-n25-p15-s58217873.cnf,RST,99.9033,9.00,170,186,11372,INDETERMINATE
srhd-sgi-m27-q225-n25-p15-s58217873.cnf,2WL,100.087,9.00,34,34,1986,INDETERMINATE
srhd-sgi-m27-q225-n25-p15-s58217873.cnf,VSIDS,99.95,10.00,34,34,1891,INDETERMINATE
srhd-sgi-m27-q225-n25-p15-s58217873.cnf,NOTCL,99.9067,9.00,176,192,10780,INDETERMINATE
srhd-sgi-m27-q225-n25-p15-s58217873.cnf,NOTRST,99.5367,26.00,327,405,19676,INDETERMINATE
srhd-sgi-m27-q225-n25-p15-s58217873.cnf,NOT2WL,99.9267,11.00,57,106,4042,INDETERMINATE
srhd-sgi-m27-q225-n25-p15-s58217873.cnf,NOTVSIDS,99.6133,19.00,290,437,22650,INDETERMINATE
srhd-sgi-m27-q225-n25-p15-s58217873.cnf,CDCL,99.62,20.00,359,575,29471,INDETERMINATE
traffic_r_sat.cnf,DPLL,92.6,294.00,18,18,2393,INDETERMINATE
traffic_r_sat.cnf,CL,93.7833,303.00,5,22,2431,INDETERMINATE
traffic_r_sat.cnf,RST,93.0567,301.00,9,18,2442,INDETERMINATE
traffic_r_sat.cnf,2WL,93.9233,237.00,67,81,10248,INDETERMINATE
traffic_r_sat.cnf,VSIDS,92.6367,294.00,14,15,2350,INDETERMINATE
traffic_r_sat.cnf,NOTCL,93.42,253.00,82,195,19238,INDETERMINATE
traffic_r_sat.cnf,NOTRST,52.6933,249.00,42,383,27729,SATISFIABLE
traffic_r_sat.cnf,NOT2WL,93.93,303.00,5,29,2921,INDETERMINATE
traffic_r_sat.cnf,NOTVSIDS,93.51,251.00,56,517,44307,INDETERMINATE
traffic_r_sat.cnf,CDCL,93.0767,256.00,73,336,30890,INDETERMINATE
vda_gr_rcs_w9.shuffled.cnf,DPLL,10.38,13.00,40,137,16884,SATISFIABLE
vda_gr_rcs_w9.shuffled.cnf,CL,4.68667,13.00,44,458,24090,SATISFIABLE
vda_gr_rcs_w9.shuffled.cnf,RST,3.52,13.00,48,407,16305,SATISFIABLE
vda_gr_rcs_w9.shuffled.cnf,2WL,7.64667,12.00,54,185,22919,SATISFIABLE
vda_gr_rcs_w9.shuffled.cnf,VSIDS,27.21,13.00,33,72,12444,SATISFIABLE
vda_gr_rcs_w9.shuffled.cnf,NOTCL,6.74333,12.00,113,411,29663,SATISFIABLE
vda_gr_rcs_w9.shuffled.cnf,NOTRST,1.76,12.00,90,891,45457,SATISFIABLE
vda_gr_rcs_w9.shuffled.cnf,NOT2WL,3.40333,13.00,36,519,18328,SATISFIABLE
vda_gr_rcs_w9.shuffled.cnf,NOTVSIDS,1.71,12.00,93,1643,41653,SATISFIABLE
vda_gr_rcs_w9.shuffled.cnf,CDCL,1.55,12.00,79,1140,40243,SATISFIABLE
